"","Treatuntreat_EP","Kingdom","Phylum","Class","Order","Family","Genus","Species","Raw_Abundance","Prevalence","Relative_Abundance","Percentage"
"1","Untreated","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma_podzolica",84779,45,4.45451055262403,9.89891233916451
"2","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","Podila_humilis",82105,45,3.38924364036515,7.53165253414479
"3","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_adusta",79276,6,2.08473184309931,4.63273742910958
"4","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_hawkerae",67155,29,2.04204339986003,4.53787422191118
"5","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_nigricans",69880,9,1.86598726197709,4.14663835994909
"6","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","Podila_minutissima",39454,44,1.67460117073667,3.72133593497038
"7","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_rubidus",40604,30,1.60653984319903,3.57008854044229
"8","Untreated","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_dimorpha",23185,44,1.22153856531075,2.71453014513501
"9","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_sphagnophila",35784,11,1.06144944334582,2.35877654076849
"10","Untreated","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Solicoccozyma_terricola",20666,45,1.03425894904071,2.29835322009046
"11","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_chlamydosporicum",19781,43,0.958477853480411,2.12995078551202
"12","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_grata",33514,3,0.910330554854215,2.02295678856492
"13","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrophorus","Hygrophorus_albicastaneus",20413,1,0.878658746556474,1.95257499234772
"14","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Alpova","Alpova_concolor",17974,37,0.84638335545069,1.88085190100153
"15","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_crenulata",13614,22,0.806708563050184,1.79268569566708
"16","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_bisporalis",21691,10,0.610927726972355,1.35761717104968
"17","Untreated","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_isabellina",12362,39,0.582593534402021,1.29465229867116
"18","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_oregonense",9214,14,0.526291731037768,1.16953718008393
"19","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_diversispora",11485,34,0.525792510580241,1.16842780128942
"20","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_rimosa",17161,9,0.475143202870426,1.0558737841565
"21","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_olympiana",9334,10,0.465297768871736,1.03399504193719
"22","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","Leucoagaricus_ophthalmus",17189,5,0.402704644817423,0.894899210705384
"23","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_cinnamomea",4766,4,0.394466644289703,0.876592542866006
"24","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_angusta",4726,15,0.389985447630995,0.866634328068878
"25","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_parksii",6635,33,0.388401379393893,0.863114176430875
"26","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Byssocorticium","Byssocorticium_atrovirens",10149,10,0.378272536245739,0.840605636101642
"27","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_foetens",6509,17,0.362766034580106,0.806146743511346
"28","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_shanglaensis",7831,5,0.359375442956671,0.798612095459269
"29","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma_apium",4281,1,0.342891469763716,0.76198104391937
"30","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita_pachycolea",2467,3,0.341442756497183,0.758761681104851
"31","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia_amoeboidea",7552,24,0.319205476464129,0.70934550325362
"32","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_cremoricolor",8260,11,0.317432274366398,0.705405054147552
"33","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_cerolens",5165,6,0.31607345555963,0.702385456799177
"34","Untreated","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Trichoglossum","Trichoglossum_hirsutum",4845,4,0.315717057852129,0.70159346189362
"35","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_obscurozelleri",6940,4,0.307385659399459,0.68307924310991
"36","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_tremulae",5046,30,0.303421549943464,0.674270110985476
"37","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia_gamsii",5465,25,0.298612311840241,0.663582915200536
"38","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_vesca",10787,4,0.293894750290312,0.653099445089581
"39","Untreated","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_changbaiensis",6509,37,0.291557584571315,0.647905743491812
"40","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomellus","Xerocomellus_zelleri",12040,17,0.281471458037289,0.625492128971753
"41","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_basiparvispora",7487,26,0.277974303693835,0.617720674875189
"42","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_grammata",6636,7,0.263670430943181,0.585934290984847
"43","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_badia",5387,22,0.259488017589019,0.576640039086708
"44","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Keithomyces","Keithomyces_carneus",5566,37,0.258293204368748,0.573984898597218
"45","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria","Ramaria_formosa",1564,2,0.24992816594362,0.555395924319155
"46","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_chaetospira",5630,36,0.237704870428567,0.528233045396815
"47","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_vinicolor",6138,38,0.224028421649493,0.497840936998873
"48","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_geraniolens",4925,1,0.221886826455217,0.493081836567149
"49","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_verticillata",4206,17,0.218362280096018,0.485249511324484
"50","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum","Hydnum_oregonense",4923,2,0.210128451132238,0.466952113627195
"51","Untreated","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Basidioascus","Basidioascus_magus",4061,37,0.198932431807985,0.442072070684412
"52","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita_pantherinoides",6251,5,0.185814892286037,0.41292198285786
"53","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_assimilata",2683,15,0.181673274489475,0.40371838775439
"54","Untreated","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora_stellulata",4096,3,0.175922786361831,0.390939525248513
"55","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_hystrix",4230,1,0.17470675698001,0.388237237733355
"56","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_mordax",1843,2,0.16639695343549,0.369771007634421
"57","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","Ganoderma_australe",2904,38,0.157333693623421,0.349630430274269
"58","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_fragrantissimus",5288,7,0.152185142855045,0.338189206344545
"59","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_pacificum",2929,9,0.15131377466454,0.336252832587866
"60","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","Sebacina_dimitica",1593,5,0.139365207714098,0.309700461586885
"61","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomellus","Xerocomellus_mendocinensis",2096,12,0.13849397842673,0.307764396503845
"62","Untreated","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Solicoccozyma_fuscescens",2081,16,0.133336663373734,0.296303696386076
"63","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Gryganskiella","Gryganskiella_cystojenkinii",3061,39,0.131836926488916,0.292970947753148
"64","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_minor",2612,11,0.130228097217465,0.289395771594367
"65","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_calamistrata",2940,3,0.128673935334521,0.285942078521157
"66","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_fluviae",3675,15,0.123502313637728,0.274449585861619
"67","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_fuscodiscus",2522,15,0.123006717776459,0.273348261725466
"68","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_lauryi",935,9,0.122005005655149,0.27112223478922
"69","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Wilcoxina","Wilcoxina_rehmii",2727,10,0.120456812266339,0.267681805036309
"70","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Pleotrichocladium","Pleotrichocladium_opacum",2391,37,0.118327327996883,0.262949617770852
"71","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_sublilacina",2899,21,0.116643797746273,0.259208439436162
"72","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_radicis",1925,14,0.116281395190862,0.258403100424138
"73","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea_harknessii",2503,12,0.116004319915603,0.257787377590228
"74","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_beyerlei",1673,4,0.114004584982357,0.253343522183015
"75","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_quietiodor",2411,1,0.109263119731714,0.242806932737142
"76","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_pilicola",2400,17,0.101343736075975,0.225208302391055
"77","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_calciphila",1958,22,0.0953039041742838,0.211786453720631
"78","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_pseudozygospora",2094,22,0.092672081074124,0.205937957942498
"79","Untreated","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_autotrophica",818,7,0.0895988115972786,0.199108470216175
"80","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita_populiphila",3832,1,0.0870157591171261,0.193368353593614
"81","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster","Melanogaster_macrocarpus",1276,9,0.080775486259683,0.179501080577073
"82","Untreated","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor_saturninus",1279,3,0.0801212683527234,0.178047263006052
"83","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Radiigera","Radiigera_taylorii",1456,35,0.0780485283895165,0.173441174198926
"84","Untreated","Fungi","Basidiomycota","Tritirachiomycetes","Tritirachiales","Tritirachiaceae","Tritirachium","Tritirachium_cinnamomeum",1193,16,0.0753210365674419,0.167380081260982
"85","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria_rubicundula",1337,1,0.074414203818111,0.16536489737358
"86","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_macrocystis",1606,2,0.0742790588455673,0.165064575212372
"87","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","Elaphomyces_muricatus",1353,6,0.0730369698783697,0.162304377507488
"88","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_silviae",1337,3,0.0715059895897027,0.158902199088228
"89","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_rudus",1720,11,0.071288519557916,0.158418932350924
"90","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Fischerula","Fischerula_macrospora",1433,5,0.0680056264186263,0.151123614263614
"91","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_pulchella",2314,17,0.0655767669183061,0.145726148707347
"92","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea_darii",1143,14,0.0655174533626025,0.145594340805783
"93","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_gemmifera",1575,13,0.0654973514891047,0.145549669975788
"94","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Flagellospora","Flagellospora_curvula",1313,3,0.0593494489029431,0.131887664228763
"95","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_vesiculosus",1560,13,0.0590368571434707,0.131193015874379
"96","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_coerulea",1466,5,0.0587524541715465,0.130561009270103
"97","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_romellii",1403,3,0.0557680731702013,0.123929051489336
"98","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_cabanerensis",1264,8,0.0554048236543404,0.123121830342979
"99","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma_fasciculare",985,35,0.0539797204512815,0.119954934336181
"100","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena_hudsoniana",1088,3,0.0484794981361167,0.107732218080259
"101","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita_augusta",1211,1,0.0472235220714397,0.104941160158755
"102","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","Ganoderma_applanatum",1027,23,0.0463094434038575,0.102909874230794
"103","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_brunneohepaticus",1932,1,0.0449741608082313,0.0999425795738473
"104","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_krieglsteineri",296,4,0.0449196112334891,0.0998213582966425
"105","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","Leucoagaricus_vassiljevae",745,15,0.0447563345084508,0.0994585211298908
"106","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leptodontidiaceae","Leptodontidium","Leptodontidium_trabinellum",963,11,0.0434336047406544,0.0965191216458987
"107","Untreated","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria","Chaetosphaeria_vermicularioides",981,16,0.043263368712114,0.0961408193602534
"108","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_minutissima",749,19,0.0429300051506324,0.0954000114458498
"109","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Thaxterogaster","Thaxterogaster_variegatus",973,1,0.0429201588001764,0.0953781306670588
"110","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","Hygrocybe_conica",637,3,0.0397019849702131,0.0882266332671403
"111","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_xerampelina",893,2,0.0393595849711954,0.0874657443804343
"112","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Otidea","Otidea_formicarum",1723,1,0.0391253008765157,0.0869451130589239
"113","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia_hyalina",888,15,0.0386605800514017,0.0859124001142259
"114","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota_himalayensis",808,6,0.037398305111237,0.0831073446916379
"115","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alliacea",928,9,0.0354423618759604,0.0787608041688009
"116","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hymenogaster","Hymenogaster_raphanodorus",503,15,0.0346036494799489,0.0768969988443309
"117","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus_rotundisporus",1370,1,0.0311094963440665,0.0691322140979255
"118","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Mycoarthris","Mycoarthris_corallina",645,5,0.0305654783535575,0.0679232852301278
"119","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_terrestris",763,3,0.0301633305187219,0.0670296233749375
"120","Untreated","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","Absidia_cylindrospora",543,11,0.0300164666706295,0.0667032592680655
"121","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_fusispora",416,4,0.029239658361685,0.0649770185815222
"122","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_echinula",553,14,0.0288570729778465,0.0641268288396589
"123","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_murrillii",1224,1,0.0277941777555747,0.0617648394568327
"124","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_canescens",608,15,0.02739888617438,0.0608864137208445
"125","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_sororia",388,3,0.0270691919225471,0.0601537598278825
"126","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","Pyrenochaetopsis_leptospora",363,3,0.0269336215264585,0.0598524922810189
"127","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gautieriaceae","Gautieria","Gautieria_otthii",944,6,0.0269246675024254,0.0598325944498343
"128","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Truncocolumellaceae","Truncocolumella","Truncocolumella_citrina",475,15,0.0265057657102124,0.0589017015782498
"129","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena_pearsoniana",455,10,0.0265028117216374,0.0588951371591942
"130","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_humicola",496,6,0.0261392842958164,0.0580872984351476
"131","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_geophylla",345,5,0.0258835577533865,0.0575190172297478
"132","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_ericetorum",421,1,0.0258774356137439,0.0575054124749865
"133","Untreated","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora_invisitata",339,6,0.0255841344699448,0.0568536321554329
"134","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","Pholiota_terrestris",286,1,0.0251627661446419,0.0559172580992043
"135","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_stuposa",561,3,0.0248727847769664,0.0552728550599252
"136","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_lignicola",469,5,0.0248224682908541,0.0551610406463426
"137","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_sphaerosporum",597,1,0.0232802994852597,0.0517339988561327
"138","Untreated","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Geminibasidium_hirsutum",568,8,0.0231111751620842,0.0513581670268539
"139","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum_saccatum",503,1,0.022795250611801,0.0506561124706688
"140","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_lateritia",290,3,0.022561159476435,0.0501359099476334
"141","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Kauffmania","Kauffmania_larga",958,1,0.0223008519949718,0.0495574488777152
"142","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_lutescens",393,3,0.0215381956612875,0.0478626570250834
"143","Untreated","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus_microcarpum",349,4,0.0208499208268213,0.0463331573929362
"144","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Leucophleps","Leucophleps_spinispora",838,6,0.0203274471842653,0.0451721048539229
"145","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria_falcata",490,5,0.0199569026938715,0.0443486726530478
"146","Untreated","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia","Dominikia_aurea",394,7,0.0195420735616957,0.0434268301371016
"147","Untreated","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Microglossum","Microglossum_griseoviride",296,5,0.0191125356723259,0.0424723014940576
"148","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Clavariadelphus","Clavariadelphus_subfastigiatus",486,2,0.0182818209873138,0.0406262688606973
"149","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_carinthiaca",403,1,0.0179694118696214,0.0399320263769365
"150","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_rubiginosa",448,9,0.0175351911119659,0.0389670913599243
"151","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus_tristis",218,1,0.0174609531437725,0.0388021180972723
"152","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_galzinii",223,4,0.0168857118535875,0.0375238041190834
"153","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_simplex",366,2,0.0166495176375993,0.036998928083554
"154","Untreated","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_ramanniana",285,12,0.0157600805906325,0.0350224013125167
"155","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_nemorosa",147,5,0.0155827947294238,0.0346284327320529
"156","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Nidulariopsis","Nidulariopsis_iowensis",238,2,0.0155339331552761,0.0345198514561692
"157","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_micaceus",294,14,0.0151010316921342,0.0335578482047426
"158","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_moniliae",352,13,0.0150746907257454,0.0334993127238787
"159","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena_aurantiomarginata",193,3,0.014797209233689,0.0328826871859756
"160","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_ceskae",175,5,0.0147688433751401,0.0328196519447558
"161","Untreated","Fungi","Ascomycota","Dothideomycetes","Phaeotrichales","Phaeotrichaceae","Phaeotrichum","Phaeotrichum_benjaminii",411,4,0.0144460484862102,0.0321023299693561
"162","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Camposporium","Camposporium_appendiculatum",279,9,0.0138740359238473,0.0308311909418829
"163","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","Marquandomyces_marquandii",249,7,0.0132764688782091,0.029503264173798
