"","YrSinceTrt_BR","Kingdom","Phylum","Class","Order","Family","Genus","Raw_Abundance","Prevalence","Relative_Abundance","Percentage"
"1","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula",370699,44,8.03012112271118,17.8447136060249
"2","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",131413,45,3.17261972492885,7.05026605539744
"3","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila",121630,45,2.73365210172654,6.0747824482812
"4","Untreated","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma",85314,45,2.23778832847193,4.97286295215985
"5","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe",78515,41,2.04083563368499,4.53519029707777
"6","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon",84995,44,1.82474999751027,4.05499999446726
"7","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",68733,25,1.65094953202493,3.66877673783319
"8","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina",61437,37,1.64788592212139,3.6619687158253
"9","Untreated","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis",64893,44,1.60369763060124,3.56377251244719
"10","Untreated","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium",64038,45,1.53911315742012,3.4202514609336
"11","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Saccharomycetales_gen_Incertae_sedis",50066,45,1.19947121240607,2.66549158312461
"12","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius",47219,36,1.02760372252512,2.28356382783361
"13","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrophorus",20441,4,0.779314879049769,1.73181084233282
"14","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Byssocorticium",26905,22,0.664186350149612,1.47596966699914
"15","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster",28370,45,0.656407934792567,1.45868429953904
"16","Untreated","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma",24815,45,0.650198456127506,1.44488545806112
"17","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",22588,44,0.601859415194303,1.33746536709845
"18","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",24684,36,0.57123629852123,1.26941399671385
"19","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron",22647,44,0.543328340672146,1.20739631260477
"20","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber",15424,28,0.459518423855801,1.02115205301289
"21","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Clavulina",21239,19,0.456974032191086,1.01549784931353
"22","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella",17827,43,0.419291688490626,0.931759307756948
"23","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Alpova",17974,37,0.414033678503069,0.920074841117931
"24","Untreated","Fungi","Ascomycota","Dothideomycetes","Gloniales","Gloniaceae","Cenococcum",14599,25,0.404821706291271,0.89960379175838
"25","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia",13905,35,0.379719088927195,0.843820197615989
"26","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus",19425,25,0.354963225212055,0.788807167137899
"27","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora",14926,44,0.352215564888103,0.782701255306895
"28","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomellus",16749,29,0.339085260414516,0.753522800921146
"29","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierellaceae_gen_Incertae_sedis",14117,42,0.32452705867778,0.721171241506177
"30","Untreated","Fungi","Basidiomycota","GS25","GS25_ord_Incertae_sedis","GS25_ord_Incertae_sedis_fam_Incertae_sedis","GS25_ord_Incertae_sedis_gen_Incertae_sedis",13448,34,0.314092396264777,0.697983102810615
"31","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",8716,43,0.242787024004923,0.539526720010941
"32","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Herpotrichiellaceae_gen_Incertae_sedis",13221,12,0.234939969896428,0.522088821992062
"33","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Cystangium",10136,8,0.214888026316882,0.477528947370849
"34","Untreated","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Rhizophydiales_gen_Incertae_sedis",6910,42,0.187512152508502,0.416693672241115
"35","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",4972,3,0.148500935600478,0.330002079112174
"36","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Chaetothyriales_gen_Incertae_sedis",5170,32,0.147646644576419,0.328103654614264
"37","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae","Piloderma",6427,17,0.145086536506622,0.32241452557027
"38","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia",6037,30,0.14089972444529,0.313110498767312
"39","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria",1868,9,0.134289365843522,0.298420812985606
"40","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Wilcoxina",5413,13,0.133335436695723,0.29630097043494
"41","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Keithomyces",5566,37,0.133157261463359,0.295905025474132
"42","Untreated","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","GS11_fam_Incertae_sedis","GS11_gen_Incertae_sedis",6203,32,0.13125479188494,0.291677315299866
"43","Untreated","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora",5053,19,0.119519640588434,0.265599201307631
"44","Untreated","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Trichoglossum",4845,4,0.116099475921104,0.257998835380231
"45","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Leucoscypha",4180,14,0.115376928159135,0.256393173686967
"46","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora",5597,7,0.114809814516625,0.255132921148057
"47","Untreated","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",4305,38,0.114791563641754,0.255092363648343
"48","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hebelomataceae","Hebelomataceae_gen_Incertae_sedis",6346,3,0.114430215418457,0.254289367596572
"49","Untreated","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Sclerococcaceae","Sclerococcum",5096,28,0.110823106258847,0.246273569464105
"50","Untreated","Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis",3773,39,0.109564191889372,0.243475981976382
"51","Untreated","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Basidioascus",4899,37,0.108795993596077,0.24176887465795
"52","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma",4107,40,0.100144149090705,0.222542553534901
"53","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma",4556,5,0.0966135724590936,0.214696827686875
"54","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea",3653,21,0.0881539439379054,0.195897653195345
"55","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria",1504,8,0.0867977213321055,0.192883825182457
"56","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolales_fam_Incertae_sedis","Sporidiobolales_gen_Incertae_sedis",3588,38,0.0832871971231799,0.185082660273733
"57","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Membranomyces",5469,1,0.0827946408296117,0.18398809073247
"58","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastrales_fam_Incertae_sedis","Geastrales_gen_Incertae_sedis",3313,29,0.0775495506533425,0.172332334785206
"59","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena",2945,29,0.0774381290096842,0.172084731132632
"60","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomassariaceae","Pleomassariaceae_gen_Incertae_sedis",2138,11,0.0759879631875345,0.168862140416743
"61","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta",2962,31,0.0747169356816044,0.16603763484801
"62","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",2638,28,0.0732247533833652,0.162721674185256
"63","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Pseudotomentella",3020,15,0.070951863188018,0.157670807084484
"64","Untreated","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Gryganskiella",3061,39,0.0698345611570974,0.155187913682439
"65","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavulinopsis",3750,15,0.0641514060099734,0.142558680022163
"66","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria",2570,11,0.0584705065257173,0.129934458946039
"67","Untreated","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",2615,18,0.056665070547438,0.125922378994307
"68","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Pleotrichocladium",2391,37,0.0565179838301351,0.125595519622523
"69","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Boletaceae_gen_Incertae_sedis",2395,3,0.0554632793451569,0.123251731878127
"70","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Mycopappus",2372,11,0.0526381813794735,0.11697373639883
"71","Untreated","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonales_fam_Incertae_sedis","Trichosporonales_gen_Incertae_sedis",2432,10,0.0510186301791948,0.113374733731544
"72","Untreated","Fungi","Mucoromycota","Endogonomycetes","GS22","GS22_fam_Incertae_sedis","GS22_gen_Incertae_sedis",2016,39,0.0468884214639213,0.104196492142047
"73","Untreated","Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis",1932,38,0.0458712288040615,0.101936064009026
"74","Untreated","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","Rozellomycota_gen_Incertae_sedis",2006,34,0.0452581542618005,0.100573676137334
"75","Untreated","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",1321,3,0.0448898809509786,0.0997552910021747
"76","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hymenogaster",1644,20,0.0448049480862366,0.099566551302748
"77","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","Spirosphaera",1535,15,0.0445876469312857,0.0990836598473015
"78","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Astraeaceae","Astraeus",2189,2,0.0442344901824085,0.098298867072019
"79","Untreated","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydiaceae_gen_Incertae_sedis",2159,4,0.0429174079150988,0.0953720175891085
"80","Untreated","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Trechisporales_fam_Incertae_sedis","Trechisporales_gen_Incertae_sedis",1645,20,0.0416169357906797,0.0924820795348438
"81","Untreated","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Geoglossum",1770,8,0.0414462408183835,0.0921027573741856
"82","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Ramariopsis",1707,15,0.0400433661660167,0.0889852581467038
"83","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Radiigera",1456,35,0.0399833185632452,0.0888518190294339
"84","Untreated","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum",1458,24,0.037438671937777,0.0831970487506156
"85","Untreated","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotium",1500,17,0.0373169498646049,0.0829265552546776
"86","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Minimelanolocus",2343,2,0.0357495751145564,0.0794435002545699
"87","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Nigrogranaceae","Nigrograna",1301,20,0.0350533320904556,0.0778962935343458
"88","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces",1621,13,0.0333685160199202,0.074152257822045
"89","Untreated","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberales_fam_Incertae_sedis","Ramicandelaberales_gen_Incertae_sedis",1444,23,0.0330340214522951,0.0734089365606557
"90","Untreated","Fungi","Basidiomycota","Tritirachiomycetes","Tritirachiales","Tritirachiaceae","Tritirachium",1193,16,0.0322864014536068,0.0717475587857929
"91","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Fischerula",1433,5,0.0318651986873661,0.0708115526385914
"92","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces",1425,9,0.0316696308925211,0.0703769575389359
"93","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",1159,29,0.0296612335115307,0.0659138522478459
"94","Untreated","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydium",1229,23,0.0295730136077493,0.0657178080172206
"95","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Leucogaster",1220,11,0.0289492511582717,0.0643316692406039
"96","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum",1597,12,0.0289060664712234,0.0642357032693854
"97","Untreated","Fungi","Calcarisporiellomycota","Calcarisporiellomycetes","Calcarisporiellales","Calcarisporiellaceae","Calcarisporiella",1305,14,0.0283117570048386,0.062915015566308
"98","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma",1050,35,0.0277145591992677,0.061587909331706
"99","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea",1278,11,0.0261777839810201,0.0581728532911557
"100","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Otidea",1781,2,0.0259279515358079,0.057617670079573
"101","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gautieriaceae","Gautieria",1259,10,0.0259047523006439,0.057566116223653
"102","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus",1626,3,0.025434025649087,0.056520056997971
"103","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Melanoctona",797,5,0.0245934464921447,0.0546521033158771
"104","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota",1017,9,0.02368704466724,0.0526378770383111
"105","Untreated","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiales_fam_Incertae_sedis","Capnodiales_gen_Incertae_sedis",925,18,0.0233255867350226,0.0518346371889392
"106","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",869,11,0.0229246540984246,0.0509436757742768
"107","Untreated","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria",981,16,0.0228527007994016,0.0507837795542258
"108","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leptodontidiaceae","Leptodontidium",963,11,0.0226872261291482,0.0504160580647738
"109","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara",1258,12,0.0225783386616028,0.050174085914673
"110","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",1037,17,0.0221365776672387,0.0491923948160861
"111","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavariaceae_gen_Incertae_sedis",694,6,0.021006780760408,0.046681735023129
"112","Untreated","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Varicellaria",986,9,0.0208793915000774,0.0463986477779498
"113","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cyphellaceae","Rectipilus",1009,6,0.0203690766974491,0.0452646148832203
"114","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema",931,14,0.0199575694218309,0.0443501542707353
"115","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Flagellospora",1313,3,0.0199225294753001,0.0442722877228891
"116","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Cryptosporiopsis",822,22,0.0198044056494294,0.0440097903320653
"117","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe",880,5,0.0193626630617146,0.0430281401371435
"118","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hamatocanthoscyphaceae","Xenopolyscytalum",816,12,0.0188911540726762,0.041980342383725
"119","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Lentithecium",783,12,0.0188870283081464,0.0419711740181031
"120","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Pezizella",779,18,0.0187128958126807,0.0415842129170682
"121","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metapochonia",735,12,0.0186056067765209,0.0413457928367131
"122","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Phellodon",818,2,0.0184748962908541,0.0410553250907869
"123","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella",889,18,0.0184058280844642,0.0409018401876982
"124","Untreated","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia",661,17,0.0175628975747364,0.039028661277192
"125","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Hysterangiaceae","Hysterangium",677,20,0.0174604125286051,0.0388009167302336
"126","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Bondarzewiaceae","Heterobasidion",596,27,0.0173160822567114,0.0384801827926921
"127","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Kauffmania",958,1,0.0164803027696542,0.0366228950436761
"128","Untreated","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Onygenales_gen_Incertae_sedis",655,7,0.0162359920774512,0.036079982394336
"129","Untreated","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis",601,21,0.0161344215398898,0.035854270088644
"130","Untreated","Fungi","Chytridiomycota","GS14","GS14_ord_Incertae_sedis","GS14_fam_Incertae_sedis","GS14_gen_Incertae_sedis",673,13,0.0161196792384612,0.0358215094188026
"131","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Melanommataceae_gen_Incertae_sedis",419,10,0.0160730490224231,0.0357178867164958
"132","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",878,14,0.0160480309877577,0.035662291083906
"133","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Thaxterogaster",973,1,0.015718901453958,0.0349308921199067
"134","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Hydnotrya",544,5,0.0155033181852538,0.034451818189453
"135","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Athelopsis",571,10,0.0151791203347508,0.0337313785216685
"136","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sesquicillium",610,4,0.0149627894081692,0.033250643129265
"137","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora",433,7,0.0145708549734455,0.0323796777187679
"138","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Delitschiaceae","Delitschiaceae_gen_Incertae_sedis",558,10,0.0145149026043351,0.0322553391207447
"139","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Neopyrenochaetaceae","Neopyrenochaeta",516,10,0.0144314134531381,0.0320698076736403
"140","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Albatrellus",944,4,0.0141131786499581,0.0313626192221291
"141","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Truncocolumellaceae","Truncocolumella",475,15,0.01407544782161,0.0312787729369111
"142","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha",548,11,0.0140527931371888,0.0312284291937528
"143","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Leucophleps",869,8,0.0135898363751082,0.0301996363891294
"144","Untreated","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Syzygosporaceae","Syzygospora",616,7,0.0133750529895259,0.0297223399767243
"145","Untreated","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Polyscytalum",483,3,0.0131983584151342,0.0293296853669649
"146","Untreated","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron",600,15,0.0130752338405448,0.0290560752012107
"147","Untreated","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Pseudosigmoidea",476,14,0.0130154581104603,0.0289232402454674
"148","Untreated","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces",697,13,0.0130023234652101,0.0288940521449113
"149","Untreated","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia",601,8,0.012981225784784,0.028847168410631
"150","Untreated","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Glutinoglossum",619,2,0.012710600810302,0.0282457795784489
"151","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota",356,5,0.0124677221751076,0.0277060492780169
"152","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Alnicola",511,3,0.0124427879266303,0.0276506398369562
"153","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis",363,3,0.0123111982417852,0.0273582183150781
"154","Untreated","Fungi","Basidiomycota","Pucciniomycetes","Pachnocybales","Pachnocybaceae","Pachnocybaceae_gen_Incertae_sedis",517,5,0.0122787320005366,0.0272860711123036
"155","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyphodiscus",445,11,0.0115214706807922,0.0256032681795383
"156","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Mycoarthris",658,6,0.0112127900632777,0.0249173112517282
"157","Untreated","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",477,6,0.0111416720672248,0.0247592712604995
"158","Untreated","Fungi","Ascomycota","Sareomycetes","Sareales","Sareales_fam_Incertae_sedis","Sareales_gen_Incertae_sedis",384,14,0.0107847552148672,0.0239661226997049
"159","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Dichostereum",606,12,0.0106985194062978,0.0237744875695506
"160","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Clavariadelphus",486,2,0.0106890287091248,0.0237533971313885
"161","Untreated","Fungi","Mucoromycota","Endogonomycetes","GS21","GS21_fam_Incertae_sedis","GS21_gen_Incertae_sedis",482,5,0.010384732886626,0.0230771841925023
"162","Untreated","Fungi","Basidiomycota","Cystobasidiomycetes","Sakaguchiales","Sakaguchiaceae","Sakaguchia",459,8,0.0102858297239229,0.0228573993864952
"163","Untreated","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Dothiora",387,5,0.0102207593644112,0.0227127985875805
"164","Untreated","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonales_fam_Incertae_sedis","Endogonales_gen_Incertae_sedis",440,5,0.0101896411593152,0.0226436470207004
"165","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Udeniozyma",335,13,0.0100237134553645,0.022274918789699
"166","Untreated","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Sclerococcales_fam_Incertae_sedis","Sclerococcales_gen_Incertae_sedis",320,8,0.00966457160570627,0.0214768257904584
"167","Untreated","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Pseudoanungitea",358,8,0.00966069465094628,0.0214682103354362
"168","Untreated","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Pseudoarthrographis",502,12,0.00946817354183304,0.0210403856485179
"169","Untreated","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis",354,18,0.00917364642136389,0.0203858809363642
"170","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Tubaria",319,6,0.00916880679373218,0.0203751262082937
"171","Untreated","Fungi","Ascomycota","Dothideomycetes","Phaeotrichales","Phaeotrichaceae","Phaeotrichum",411,4,0.00904829393308674,0.0201073198513039
"172","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephoraceae_gen_Incertae_sedis",354,5,0.0090320543666127,0.020071231925806
"173","Untreated","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberaceae","Ramicandelaber",377,17,0.00891739165729715,0.0198164259051048
"174","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon",355,14,0.00878554670958206,0.0195234371324046
